epoch,loss,val_loss,T0,T1,T2
218,-17676.349609375,-12570.97265625,34.897640228271484,35.98731994628906,38.7598876953125
219,-17971.46484375,-19310.46875,34.70063781738281,35.77863693237305,38.62069320678711
220,-18743.37890625,-19499.423828125,34.489410400390625,35.55421447753906,38.47325897216797
221,-19030.39453125,-19254.990234375,34.26750564575195,35.319671630859375,38.336673736572266
222,-17830.4140625,-18051.03515625,34.05425262451172,35.0949592590332,38.20042419433594
223,-18663.404296875,-19511.333984375,33.862403869628906,34.89195251464844,38.08503723144531
224,-18310.322265625,-15828.150390625,33.65455627441406,34.67262268066406,37.946651458740234
225,-17481.029296875,-17700.12109375,33.4494514465332,34.45708084106445,37.80748748779297
226,-17231.900390625,-17031.9765625,33.2707405090332,34.2685432434082,37.67243576049805
227,-17349.314453125,-18469.20703125,33.09503936767578,34.08348083496094,37.559783935546875
228,-17957.365234375,-19367.11328125,32.93907165527344,33.91844940185547,37.480228424072266
229,-18888.591796875,-17691.212890625,32.72401428222656,33.69246292114258,37.32949447631836
230,-18992.98828125,-19444.580078125,32.511924743652344,33.468929290771484,37.18281173706055
231,-19328.21875,-19962.154296875,32.30205154418945,33.24840545654297,37.062049865722656
232,-19664.6484375,-18066.02734375,32.099727630615234,33.035892486572266,36.98225784301758
233,-19663.197265625,-18319.708984375,31.877593994140625,32.8031120300293,36.871524810791016
234,-19475.845703125,-18179.51953125,31.681440353393555,32.5964469909668,36.77967071533203
235,-19512.150390625,-18289.40234375,31.450414657592773,32.355003356933594,36.64417266845703
236,-19437.908203125,-14466.091796875,31.248502731323242,32.143104553222656,36.522789001464844
237,-18980.74609375,-20016.71484375,31.059917449951172,31.945476531982422,36.43871307373047
238,-18482.44140625,-18881.7734375,30.856979370117188,31.73340606689453,36.2973747253418
239,-17734.69921875,-16674.62109375,30.6579532623291,31.52572250366211,36.16510772705078
240,-17704.205078125,-15376.8154296875,30.496767044067383,31.357410430908203,36.08504104614258
241,-17301.115234375,-14373.3681640625,30.336362838745117,31.188365936279297,35.95017623901367
242,-16516.681640625,-19590.845703125,30.147071838378906,30.99197006225586,35.78217697143555
243,-18116.287109375,-19701.69921875,29.95915985107422,30.79602813720703,35.628475189208984
244,-17522.775390625,-19686.76953125,29.76641082763672,30.595645904541016,35.47918701171875
245,-19210.3125,-20182.759765625,29.583829879760742,30.40523338317871,35.398799896240234
246,-19965.685546875,-20506.466796875,29.37994956970215,30.1932315826416,35.320556640625
247,-19952.57421875,-18221.060546875,29.171306610107422,29.975976943969727,35.20919418334961
248,-18904.66015625,-15294.65625,28.984878540039062,29.782123565673828,35.14280700683594
249,-19311.896484375,-19713.443359375,28.79033088684082,29.580223083496094,35.06241226196289
250,-20147.970703125,-16532.033203125,28.589862823486328,29.372493743896484,35.00431442260742
251,-20078.8515625,-20236.44921875,28.397165298461914,29.172910690307617,34.975372314453125
252,-20075.8828125,-17496.86328125,28.22069549560547,28.989566802978516,34.96113967895508
253,-19732.384765625,-20842.1015625,28.02577781677246,28.78785514831543,34.89630889892578
254,-20194.22265625,-19945.552734375,27.856849670410156,28.612010955810547,34.89398956298828
255,-20084.91796875,-21508.373046875,27.651363372802734,28.400108337402344,34.83242416381836
256,-18894.623046875,-18780.01171875,27.476261138916016,28.218835830688477,34.7635612487793
257,-19302.515625,-17321.216796875,27.295703887939453,28.032217025756836,34.6697998046875
258,-19959.251953125,-21161.8828125,27.114839553833008,27.845125198364258,34.58918762207031
259,-19633.84765625,-18811.69140625,26.915203094482422,27.639118194580078,34.47364044189453
260,-19995.310546875,-20830.5625,26.741100311279297,27.458984375,34.39278793334961
261,-20192.61328125,-18068.125,26.56730842590332,27.27936553955078,34.354034423828125
262,-19429.443359375,-18328.875,26.383073806762695,27.089231491088867,34.22971725463867
263,-19897.26171875,-20956.42578125,26.20401382446289,26.904399871826172,34.141666412353516
264,-20465.142578125,-21140.927734375,26.039865493774414,26.734909057617188,34.12672805786133
265,-20058.31640625,-20838.04296875,25.86775016784668,26.557653427124023,34.07887649536133
266,-20432.982421875,-19684.15625,25.701873779296875,26.386459350585938,34.05244445800781
267,-19392.5,-18447.017578125,25.53628921508789,26.21611976623535,34.01293182373047
268,-18220.54296875,-17463.736328125,25.384340286254883,26.05963134765625,33.94807052612305
269,-19492.01171875,-21099.37890625,25.241981506347656,25.912752151489258,33.894588470458984
270,-20653.427734375,-21538.240234375,25.06705665588379,25.732879638671875,33.83368682861328
271,-19954.0859375,-20567.66796875,24.919025421142578,25.580196380615234,33.79011535644531
272,-20798.775390625,-17469.31640625,24.752704620361328,25.409069061279297,33.72724533081055
273,-20842.693359375,-22139.666015625,24.571950912475586,25.223541259765625,33.64036560058594
274,-21073.310546875,-21552.578125,24.419111251831055,25.066085815429688,33.607139587402344
275,-21075.75,-20756.71875,24.240867614746094,24.883098602294922,33.53776550292969
276,-21105.150390625,-12135.8935546875,24.061649322509766,24.69931411743164,33.451560974121094
277,-19677.96875,-21122.2109375,23.911235809326172,24.54487419128418,33.372013092041016
278,-20718.62109375,-18516.08984375,23.744415283203125,24.373703002929688,33.28688430786133
279,-20084.375,-20207.4296875,23.604854583740234,24.2303466796875,33.24108123779297
280,-18060.97265625,-18101.751953125,23.431901931762695,24.053627014160156,33.10454559326172
281,-20000.3828125,-20812.46875,23.343788146972656,23.96219253540039,33.13227081298828
282,-20749.880859375,-20376.595703125,23.18948745727539,23.803895950317383,33.0666618347168
283,-19999.041015625,-21294.341796875,23.025339126586914,23.635868072509766,32.96083068847656
284,-20730.607421875,-18843.873046875,22.880821228027344,23.487646102905273,32.90174102783203
285,-21148.58203125,-22038.076171875,22.729686737060547,23.332902908325195,32.82878494262695
286,-21488.552734375,-21759.890625,22.582706451416016,23.182254791259766,32.776615142822266
287,-21328.21484375,-20278.478515625,22.445945739746094,23.04208755493164,32.74497604370117
288,-20985.6640625,-20109.509765625,22.305435180664062,22.898164749145508,32.68693542480469
289,-21435.9140625,-20311.458984375,22.155086517333984,22.744428634643555,32.616207122802734
290,-20278.376953125,-20577.765625,22.0269775390625,22.613340377807617,32.56772994995117
291,-19387.341796875,-20364.361328125,21.9091796875,22.49274253845215,32.51153564453125
292,-16804.720703125,-17689.67578125,21.790416717529297,22.37118911743164,32.43476486206055
293,-19942.7578125,-20791.923828125,21.656944274902344,22.234697341918945,32.338401794433594
294,-20725.869140625,-21345.01171875,21.51581573486328,22.0904483795166,32.272369384765625
295,-21531.68359375,-21894.169921875,21.388980865478516,21.960668563842773,32.2384033203125
296,-21325.015625,-19403.5859375,21.249706268310547,21.81845474243164,32.1774787902832
297,-21045.439453125,-20433.75,21.134220123291016,21.700284957885742,32.15003967285156
298,-20904.328125,-21956.044921875,20.997909545898438,21.561248779296875,32.07466125488281
299,-20024.267578125,-19945.669921875,20.879322052001953,21.44015884399414,32.018028259277344
300,-20516.353515625,-21217.013671875,20.767288208007812,21.325674057006836,31.975692749023438
301,-21594.951171875,-19961.2265625,20.625383377075195,21.180957794189453,31.885711669921875
302,-21766.294921875,-20398.6015625,20.50244140625,21.055477142333984,31.844371795654297
303,-20955.158203125,-19936.796875,20.384353637695312,20.935047149658203,31.808361053466797
304,-21382.841796875,-22567.873046875,20.272201538085938,20.820650100708008,31.773679733276367
305,-21557.876953125,-21873.28125,20.151586532592773,20.697715759277344,31.731185913085938
306,-21468.41015625,-20712.439453125,20.0437068939209,20.587766647338867,31.707725524902344
307,-20847.25,-21136.32421875,19.933731079101562,20.475704193115234,31.67274284362793
308,-19227.203125,-20634.337890625,19.82858657836914,20.368616104125977,31.62068748474121
309,-21278.625,-22853.41796875,19.72243309020996,20.260448455810547,31.582622528076172
310,-21842.873046875,-19296.7265625,19.625051498413086,20.16126251220703,31.587646484375
311,-21530.9375,-22418.125,19.508798599243164,20.042932510375977,31.551067352294922
312,-21965.0625,-21743.7734375,19.413402557373047,19.945802688598633,31.563053131103516
313,-21914.005859375,-22040.93359375,19.30462646484375,19.83517074584961,31.543930053710938
314,-22288.494140625,-20197.0234375,19.19479751586914,19.72347068786621,31.535255432128906
315,-21908.119140625,-19997.337890625,19.102645874023438,19.629741668701172,31.549713134765625
316,-20936.6328125,-21528.134765625,18.988903045654297,19.514169692993164,31.500946044921875
317,-22257.54296875,-19865.859375,18.898521423339844,19.422286987304688,31.523202896118164
318,-22161.546875,-20542.171875,18.810800552368164,19.333173751831055,31.547786712646484
319,-21988.923828125,-21071.865234375,18.72077178955078,19.24170684814453,31.562435150146484
320,-21822.998046875,-15643.7724609375,18.624893188476562,19.14434814453125,31.56268310546875
321,-20398.546875,-19583.96875,18.539426803588867,19.057584762573242,31.565046310424805
322,-21765.90625,-23271.669921875,18.46502685546875,18.982051849365234,31.589561462402344
323,-21125.548828125,-20557.244140625,18.389171600341797,18.90508270263672,31.615612030029297
324,-21445.384765625,-23040.595703125,18.320262908935547,18.835100173950195,31.644195556640625
325,-21980.19140625,-22942.005859375,18.23961067199707,18.75327491760254,31.670886993408203
326,-22505.529296875,-21919.080078125,18.171123504638672,18.683889389038086,31.73513412475586
327,-21913.943359375,-21819.783203125,18.099445343017578,18.61124610900879,31.786945343017578
328,-22535.876953125,-19574.65625,18.02757453918457,18.538429260253906,31.840057373046875
329,-22294.833984375,-20055.62109375,17.948040008544922,18.457862854003906,31.877307891845703
330,-22127.326171875,-21337.80078125,17.869672775268555,18.378477096557617,31.915096282958984
